,ZONE,AISLE,BAY,LVL,LOCATION,LOCATION_TYPE,PERM / TEMP,LOC WIDTH,LOC LENGTH,LOC HEIGHT,CURR MIN,CURR MAX,SKU,DESCRIPTION,UNIT HEIGHT,UNIT WIDTH,UNIT LENGTH,UNIT WEIGHT,UNIT VOLUME,PACK FLAG,DAILY UNITS,DAILY CUBIC VELOCITY,DAILY HITS,WAVE TASK (4 WEEKS),LEAN TASK (4 WEEKS),TOTAL TASK (4 WEEKS),WEEK 1 UNITS (NEWEST),WEEK 2 UNITS,WEEK 3 UNITS,WEEK 4 UNITS (OLDEST),WEEKLY AVERAGE,ON-HAND INVENTORY,Weight > 35,LV,IV,DS
82229,SR1,26,54,A,SR1-026-054-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,29.0,1006295642.0,2200-WATT REMOTE STOP/RECOIL START B,18.5,12.5,22.0,48.0,5087.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,147537.5,-9297.5
82236,SR1,26,58,A,SR1-026-058-A01,SR - Full Pallet,P,48.0,48.0,60.0,1.0,12.0,168701.0,800 LB METAL CONVERTIBLE HAND TRUCK,49.25,21.25,18.0,32.0,18838.125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,24,No,138240.0,226057.5,-87817.5
82239,SR1,26,59,A,SR1-026-059-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,12.0,1002693243.0,COMMERICAL HEAT FOCUS PATIO HEATER,19.7,22.83,27.16,124.999,12215.2371,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,146582.8452,-8342.84520000001
82240,SR1,26,60,A,SR1-026-060-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,22.0,1000405029.0,SL 8X8X8 SHED-IN-A-BOX,8.0,20.3,42.1,80.0,6837.04,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,150414.88,-12174.880000000005
82250,SR1,26,65,A,SR1-026-065-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,43.0,1003516902.0,METAL GARDEN STOOL-HAZE,21.0,13.0,12.6,9.36,3439.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147911.4,-9671.399999999994
82251,SR1,26,65,A,SR1-026-065-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,55.0,1004628152.0,MM FH ACCENT TABLE,6.3,20.67,20.67,19.0,2691.668,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148041.74000000002,-9801.74000000002
82252,SR1,26,66,A,SR1-026-066-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,38.0,442438.0,HOME DEPOT 5GAL WATER COOLER W/ DISP,18.7,14.8,14.0,5.98,3874.64,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147236.32,-8996.320000000007
82254,SR1,26,67,A,SR1-026-067-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,13.0,1001578298.0,3100 PSI 2.5 GPM ONE  ELECTRIC START,21.96,18.2,28.02,67.3,11198.8094,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,145584.5222,-7344.522200000007
82255,SR1,26,67,A,SR1-026-067-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,14.0,1001821785.0,3100-PSI 2.4-GPM GAS PRESSURE WASHER,22.0,20.0,24.0,65.0,10560.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,147840.0,-9600.0
82256,SR1,26,68,A,SR1-026-068-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,10.0,1002251550.0,ALUMINUM SERIES 3200 PSI 2.8 GPM GAS,25.6,22.0,25.3,86.0,14248.96,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,142489.59999999998,-4249.599999999977
82259,SR1,26,69,A,SR1-026-069-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,10.0,1005853480.0,3300 PSI DEWALT GAS PRESSURE WASHER,35.75,18.0,23.75,56.0,15283.125,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,Yes,138240.0,152831.25,-14591.25
82261,SR1,26,70,A,SR1-026-070-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,16.0,1006435558.0,RYOBI 3100PSI GPW HONDA,21.375,18.125,23.5,56.0,9104.414,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,Yes,138240.0,145670.624,-7430.624000000011
82262,SR1,26,71,A,SR1-026-071-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,13.0,1005598625.0,3400 PSI RYOBI GAS PRESSURE WASHER,22.5,18.0,29.0,70.0,11745.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,Yes,138240.0,152685.0,-14445.0
82264,SR1,26,72,A,SR1-026-072-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,37.0,1006798682.0,2100 PSI 1.2 GPM JOBSITE ELECTRIC,15.5,11.0,23.1,30.0,3938.55,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,145726.35,-7486.350000000006
82266,SR1,26,73,A,SR1-026-073-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,63.0,1000578129.0,ONE+ 18-VOLT LITHIUM-ION HYBRID CORD,9.125,6.04,42.72,7.5,2354.5128,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148334.3064,-10094.306400000001
82267,SR1,26,73,A,SR1-026-073-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,66.0,1005753872.0,TORO 60V BRUSHLESS TRIMMER,6.5,9.6,36.4,15.0,2271.36,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,5,No,138240.0,149909.76,-11669.76000000001
82270,SR1,26,75,A,SR1-026-075-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,79.0,853748.0,"RYOBI 8"" ELEC POLE SAW",5.625,7.875,42.375,9.8,1877.08,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148289.32,-10049.320000000007
82271,SR1,26,75,A,SR1-026-075-A02,SR - Full Pallet,P,48.0,48.0,60.0,8.0,66.0,1001222615.0,10 IN. 20-VOLT MAX LI-ION CORDLESS C,9.625,8.813,26.5,8.5,2247.8658,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,No,138240.0,148359.1428,-10119.142800000001
82272,SR1,26,76,A,SR1-026-076-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,52.0,1002971288.0,20 IN. 56 CC CHAIN SAW,12.6,22.0,10.4,19.6,2882.88,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149909.76,-11669.76000000001
82273,SR1,26,76,A,SR1-026-076-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,69.0,1005822238.0,"RYOBI 18V HP BRUSHLESS 10"" CHAINSAW",10.15,8.05,26.35,10.25,2152.9926,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,138240.0,148556.4894,-10316.489399999991
82278,SR1,26,79,A,SR1-026-079-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,98.0,827167.0,"HOMELITE 17"" ELEC HEDGE TRIMMER",8.33,5.8,31.57,6.2,1525.2729,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,4,No,138240.0,149476.7442,-11236.744199999986
82279,SR1,26,79,A,SR1-026-079-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,72.0,1000333121.0,22 IN. 20-VOLT LI-ION CORDLESS HEDGE,7.438,7.75,35.875,6.4,2067.9964,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,No,138240.0,148895.7408,-10655.7408
82280,SR1,26,80,A,SR1-026-080-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,68.0,1002808863.0,40-VOLT LITHIUM ION ELECTRIC CORDLES,7.125,7.875,38.375,8.25,2153.1972,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,146417.4096,-8177.409600000014
82281,SR1,26,80,A,SR1-026-080-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,96.0,811169.0,"RYOBI EXPAND-IT 18"" TRIMMER",5.39,8.27,34.84,4.97,1553.0034,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149088.32640000002,-10848.32640000002
82282,SR1,26,81,A,SR1-026-081-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,40.0,1000396844.0,ONE  18-VOLT LITHIUM-ION STRING TRIM,10.6,8.82,39.8,13.0,3720.9816,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148839.264,-10599.263999999996
82283,SR1,26,81,A,SR1-026-081-A02,SR - Full Pallet,P,48.0,48.0,60.0,5.0,39.0,1001539376.0,RECONDITIONED 2-CYCLE 25CC GAS FULL,9.5,10.3,41.0,15.2,4011.85,,0.13,501.48,0.13,0,0,0,0,0,3,0,0.75,0,No,138240.0,156462.15,-18222.149999999994
82284,SR1,26,82,A,SR1-026-082-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,15.0,1001813811.0,"HONDA 9"" GAS CULTIVATOR",26.0,23.0,16.5,33.0,9867.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148005.0,-9765.0
82285,SR1,26,82,A,SR1-026-082-A02,SR - Full Pallet,P,48.0,48.0,60.0,8.0,70.0,1002857848.0,7.5 IN 2.5 AMP ELECTRIC CORDED GARDE,9.45,9.84,23.03,11.02,2141.5136,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149905.95200000002,-11665.95200000002
82286,SR1,26,83,A,SR1-026-083-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,34.0,1002859161.0,11 IN. 40-VOLT 4.0AH CORDLESS ELECTR,23.0,12.6,15.2,29.0,4404.96,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149768.64,-11528.640000000014
82289,SR1,26,84,A,SR1-026-084-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,9.0,1005697758.0,"LEGENDFORCE 20"" REAR TINE TILLER",43.3,20.9,18.9,171.998,17103.933,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,153935.397,-15695.396999999997
82293,SR1,26,86,A,SR1-026-086-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,9.0,1006401097.0,22 IN. 163 CC GAS WALK BEHIND STRING,22.0,36.0,22.0,80.0,17424.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,156816.0,-18576.0
82295,SR1,26,87,A,SR1-026-087-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,13.0,1004503742.0,CHAMPION 9TON LOGSPLITTER 80CC,13.0,19.5,43.7,159.01,11077.95,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144013.35,-5773.350000000006
82299,SR1,26,89,A,SR1-026-089-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,35.0,1002184478.0,"12""W X 90""L HYBRID RAMP, 750 LB",7.5,12.1,46.6,29.5,4228.95,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,138240.0,148013.25,-9773.25
82302,SR1,26,91,A,SR1-026-091-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,8.0,1004460382.0,21 IN. 40-VOLT BRUSHLESS LITHIUM-ION,18.25,23.5,44.0,88.7,18870.5,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,150964.0,-12724.0
82304,SR1,26,92,A,SR1-026-092-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,15.0,1000023290.0,"MTD 20"" GAS PUSH MOWER",15.25,22.0,29.88,50.0,10024.74,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,150371.1,-12131.100000000006
82306,SR1,26,93,A,SR1-026-093-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,11.0,1005130609.0,"POWERSMART 21"" 2N1 PUSH",33.0,17.5,22.7,54.0,13109.25,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144201.75,-5961.75
82307,SR1,26,93,A,SR1-026-093-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,16.0,1005796952.0,"MURRAY 20"" GAS PUSH MOWER",14.4,22.4,29.7,52.5,9580.032,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,153280.512,-15040.511999999988
82308,SR1,26,94,A,SR1-026-094-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,12.0,1005806686.0,"MURRAY 21"" SIDE & MULCH HW PUSH",14.6,23.6,35.8,58.099,12335.248,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,148022.976,-9782.975999999995
82315,SR1,26,97,A,SR1-026-097-A02,SR - Full Pallet,P,48.0,48.0,60.0,10.0,62.0,1002769673.0,RED GALVANIZED STEEL TYPE I GASOLINE,14.75,12.75,12.75,6.92,2397.7968,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148663.4016,-10423.401600000012
82316,SR1,26,98,A,SR1-026-098-A01,SR - Full Pallet,P,48.0,48.0,60.0,10.0,78.0,1003905359.0,5 GALLON SMART CONTROL DIESEL CAN,19.3,10.1,12.6,2.65,2456.118,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,9,No,138240.0,191577.204,-53337.204
82317,SR1,26,98,A,SR1-026-098-A02,SR - Full Pallet,P,48.0,48.0,60.0,9.0,66.0,1003905363.0,5 GALLON SMART CONTROL KEROSENE CAN,17.025,10.02,13.265,2.56,2262.8829,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,138240.0,149350.2714,-11110.271399999998
82318,SR1,26,99,A,SR1-026-099-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,80.0,1003911844.0,5 GALLON PRESS N POUR KEROSENE CAN,15.4,7.8,15.4,2.9,1849.848,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147987.84,-9747.839999999997
82325,SR1,26,102,A,SR1-026-102-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,101.0,1003468119.0,POSI-LOC RAIN GUTTER CLEANING KIT,6.75,5.5,39.75,3.61,1475.7187,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149047.5887,-10807.588699999993
82332,SR1,26,106,A,SR1-026-106-A01,SR - Full Pallet,P,48.0,48.0,60.0,8.0,114.0,1003129264.0,TRACTOR SERIES D100 AND S240 SUN CAN,5.75,8.25,27.5,7.4,1304.5312,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148716.5568,-10476.556799999991
82334,SR1,26,107,A,SR1-026-107-A01,SR - Full Pallet,P,48.0,48.0,60.0,1.0,40.0,540351.0,"12"" X 17"" STD VALVE BOX SAND NDS",12.4,15.8,21.2,7.6,4153.504,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1,No,138240.0,166140.16,-27900.160000000003
82336,SR1,26,108,A,SR1-026-108-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,41.0,1001198515.0,20X8X8 TRACTOR WHEEL,9.0,20.0,20.0,16.16,3600.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2,No,138240.0,147600.0,-9360.0
82337,SR1,26,108,A,SR1-026-108-A02,SR - Full Pallet,P,48.0,48.0,60.0,8.0,185.0,399638.0,SPECTRACIDE 10.8LB RDYUSE WEED STOP,18.0,12.8,3.5,10.8,806.4,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,32,No,138240.0,149184.0,-10944.0
82338,SR1,27,13,A,SR1-027-013-A01,SR - Full Pallet,P,48.0,48.0,60.0,10.0,96.0,573208.0,PREEN RDYUSE GARDEN WEED PVNTR 16LB,8.4,14.65,12.55,17.86,1544.403,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148262.688,-10022.687999999995
82340,SR1,27,14,A,SR1-027-014-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,26.0,1002691274.0,20 IN NAPA BARREL WHISKEY IN WALNUT,14.37,20.0,20.0,4.0,5748.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149448.0,-11208.0
82341,SR1,27,14,A,SR1-027-014-A02,SR - Full Pallet,P,48.0,48.0,60.0,13.0,105.0,1002745998.0,12 IN MEDITERRANEAN BELL BLUE PLNTR,9.95,12.0,11.9,13.49,1420.86,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,8,No,138240.0,149190.3,-10950.299999999988
82342,SR1,27,15,A,SR1-027-015-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,31.0,1001966052.0,"26"" SERENITY SQ RUBBER PLANTER SLATE",26.5,13.5,13.5,16.4,4829.625,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149718.375,-11478.375
82343,SR1,27,15,A,SR1-027-015-A02,SR - Full Pallet,P,48.0,48.0,60.0,18.0,572.0,614947.0,"39"" EMPIRE POST STAKE",2.5,2.5,41.6,1.36,260.0,,0.58,151.67,0.08,0,0,0,14,0,0,0,3.5,60,No,138240.0,148720.0,-10480.0
82344,SR1,27,16,A,SR1-027-016-A01,SR - Full Pallet,P,48.0,48.0,60.0,1.0,39.0,1002665444.0,ROCKDALE BLACK STEEL FENCE PANEL-3PK,43.8,36.0,2.4,19.47,3784.32,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,16,No,138240.0,147588.48,-9348.48000000001
82345,SR1,27,16,A,SR1-027-016-A02,SR - Full Pallet,P,48.0,48.0,60.0,13.0,347.0,1002696680.0,4X50 VIG PT BND WDBLCK FBRC - HG/GS,47.6,3.0,3.0,2.03,428.4,,0.04,17.85,0.04,0,0,0,1,0,0,0,0.25,35,No,138240.0,148654.8,-10414.799999999988
82346,SR1,27,17,A,SR1-027-017-A01,SR - Full Pallet,P,48.0,48.0,60.0,10.0,224.0,1002696682.0,4X100 VIG PT BND WDBLCK FBRC -HG/GS,47.5,3.5,4.0,3.74,665.0,,0.04,27.71,0.04,0,0,0,1,0,0,0,0.25,23,No,138240.0,148960.0,-10720.0
82347,SR1,27,17,A,SR1-027-017-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,103.0,1002696711.0,4X200 VIG PT BND WDBCK FBRC - HG/GS,47.62,5.5,5.5,6.78,1440.505,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148372.015,-10132.015000000014
82349,SR1,27,18,A,SR1-027-018-A02,SR - Full Pallet,P,48.0,48.0,60.0,4.0,38.0,342574.0,4'X8' 2-TIER CEDAR RAISED GARDEN,7.5,11.2,47.2,37.8,3964.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,20,Yes,138240.0,150662.4,-12422.399999999994
82350,SR1,27,19,A,SR1-027-019-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,45.0,1003367002.0,HMM770B MC 0.7CU.FT. CT MICROWAVE BL,11.49,19.2,15.0,22.6,3309.12,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148910.4,-10670.399999999994
82351,SR1,27,19,A,SR1-027-019-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,45.0,1003367024.0,HMM770W MC 0.7CU.FT. CT MICROWAVE WH,11.5,19.2,15.0,22.6,3312.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149040.0,-10800.0
82352,SR1,27,20,A,SR1-027-020-A01,SR - Full Pallet,P,48.0,48.0,60.0,6.0,33.0,1003367067.0,HMM990ST MC0.9CU.FT. CT MICROWAVE SS,12.99,21.09,16.29,29.5,4462.7937,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147272.19210000001,-9032.192100000015
82353,SR1,27,20,A,SR1-027-020-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,211.0,1000314359.0,GB CURVED HOTEL ROD CH,43.5,6.5,2.5,4.35,706.875,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149150.625,-10910.625
82354,SR1,27,21,A,SR1-027-021-A01,SR - Full Pallet,P,48.0,48.0,60.0,7.0,185.0,1004922629.0,ZH ALUM UAL MNT CURVED ROD BN,2.8,6.3,45.7,3.0,806.148,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149137.38,-10897.380000000005
82355,SR1,27,21,A,SR1-027-021-A02,SR - Full Pallet,P,48.0,48.0,60.0,7.0,185.0,1004922630.0,ZH ALUM DUAL MNT TENSION CH,2.8,6.3,45.7,3.15,806.148,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149137.38,-10897.380000000005
82358,SR1,27,23,A,SR1-027-023-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,11.0,1001309640.0,KHLR-WHTHAVN-SB-APRN-CSTIRN-36,14.0,26.0,38.75,152.0,14105.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,155155.0,-16915.0
82368,SR1,27,28,A,SR1-027-028-A01,SR - Full Pallet,P,48.0,48.0,60.0,5.0,56.0,1002749437.0,15-1/8 X 19-1/4 MEDICINE CABNET-WHT,17.7,6.7,22.5,10.73,2668.275,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149423.4,-11183.399999999994
82369,SR1,27,28,A,SR1-027-028-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,30.0,1002749440.0,24-3/8X 25 TRIVIEW MEDICINE CABINET,30.2,6.2,26.5,25.55,4961.86,,0.04,206.74,0.04,0,0,0,0,0,1,0,0.25,0,No,138240.0,148855.8,-10615.799999999988
82371,SR1,27,29,A,SR1-027-029-A02,SR - Full Pallet,P,48.0,48.0,60.0,1.0,17.0,1002749444.0,36-3/8X 30 TRIVIEW MEDICINE CABINET,33.3,6.75,39.0,44.45,8766.225,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149025.825,-10785.825000000012
82375,SR1,27,31,A,SR1-027-031-A02,SR - Full Pallet,P,48.0,48.0,60.0,3.0,14.0,1001678936.0,"DELRIDGE 14"" CHOCOLATE DRAWER BASE",32.56,19.75,16.63,65.0,10694.0878,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,149717.2292,-11477.229200000002
82376,SR1,27,32,A,SR1-027-032-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,174.0,1001083704.0,23IN TWO-TONED MIRROR SLVR FOG FREE,30.0,23.8,1.2,8.3,856.8,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149083.19999999998,-10843.199999999983
82377,SR1,27,32,A,SR1-027-032-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,75.0,1001085181.0,28IN PICTURE FRAME MIRR WHT FOG FREE,42.5,28.8,1.62,17.65,1982.88,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148716.0,-10476.0
82378,SR1,27,33,A,SR1-027-033-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,260.0,1001085218.0,"GB 30""X 36"" BEVELED EDGE BATH MIRROR",37.0,0.5,31.0,12.85,573.5,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149110.0,-10870.0
82379,SR1,27,33,A,SR1-027-033-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,233.0,1001085249.0,"GB 24""X 36""POLISHED EDGE BATH MIRROR",36.8,24.8,0.7,13.3,638.848,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148851.584,-10611.584000000003
82380,SR1,27,34,A,SR1-027-034-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,166.0,1002286024.0,"23X28.5"" FRAMELESS WALL MIRROR SILVE",29.2,1.3,23.6,12.6,895.856,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148712.096,-10472.09599999999
82381,SR1,27,34,A,SR1-027-034-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,117.0,1005022807.0,24X30 FRAMD FF MIRROR-HERRINGBONE,32.5,24.5,1.6,10.23,1274.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,149058.0,-10818.0
82382,SR1,27,35,A,SR1-027-035-A01,SR - Full Pallet,P,48.0,48.0,60.0,3.0,198.0,1005022814.0,23.5X28.5 FRAMD FOG FREE MIRROR-WHT,28.5,23.5,1.12,17.61,750.12,HRP,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,148523.76,-10283.76000000001
82383,SR1,27,35,A,SR1-027-035-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,12.0,1000411454.0,SE 37X22 RECT VTOP WINTER MIST,25.1875,40.625,11.75,61.27,12023.0957,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144277.1484,-6037.1484000000055
82384,SR1,27,36,A,SR1-027-036-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,16.0,1001734881.0,"HDC 31X22"" ENG MARBLE VTOP-VANILLA S",25.5,35.4,10.0,72.0,9027.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144432.0,-6192.0
82385,SR1,27,36,A,SR1-027-036-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,12.0,1003219823.0,"SS 37"" RECTANGULAR VTOP - SILVER ASH",25.19,40.63,11.75,51.999,12025.7689,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144309.2268,-6069.226800000004
82386,SR1,27,37,A,SR1-027-037-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,12.0,1003219831.0,"SE 37"" RECTANGULAR VTOP - PULSAR",25.19,40.63,11.75,68.999,12025.7689,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,144309.2268,-6069.226800000004
82387,SR1,27,37,A,SR1-027-037-A02,SR - Full Pallet,P,48.0,48.0,60.0,2.0,13.0,1001734742.0,"HDC 37X22"" MARBLE VTOP- ARABES VENAT",26.0,41.0,11.0,89.9,11726.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,152438.0,-14198.0
82388,SR1,27,38,A,SR1-027-038-A01,SR - Full Pallet,P,48.0,48.0,60.0,2.0,14.0,1001734888.0,"HDC 37X22"" ENG MARBLE VTOP-VANILLA S",25.6,40.75,10.5,78.55,10953.6,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,Yes,138240.0,153350.4,-15110.399999999994
82390,SR1,27,39,A,SR1-027-039-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,24.0,532460.0,"SATIN WHITE 36""X12"" WALL BRIDGE CAB",36.75,12.25,13.625,29.0,6133.8046,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147211.31040000002,-8971.310400000017
82391,SR1,27,40,A,SR1-027-040-A01,SR - Full Pallet,P,48.0,48.0,60.0,4.0,24.0,533548.0,"MEDIUM OAK 36""X12"" WALL BRIDGE CAB",36.75,12.25,13.625,29.0,6133.8046,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,No,138240.0,147211.31040000002,-8971.310400000017
